cpu_model_name;nb_cpu_cores;RAM_size;day;hour;cpu_freq_limit percent;current_cpu_frequency_limits;cpu_usage_percent;ram_usage_percent;energy_consumption
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:29:16;65;1970;100;30.39;14.9
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:29:29;66;1988;100;29.52;15.1
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:29:31;66;1988;100;29.54;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:29:33;66;1988;100;29.54;14.7
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:29:35;66;1988;100;29.68;6.04
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:29:37;66;1988;100;29.75;15.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:29:50;67;2006;100;29.56;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:29:52;67;2006;100;29.76;15.1
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:29:54;67;2006;100;30.01;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:29:57;67;2006;100;30.47;15.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:29:59;67;2006;100;30.46;15.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:30:12;68;2024;100;29.60;15.0
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:30:14;68;2024;100;29.93;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:30:16;68;2024;100;30.22;6.17
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:30:19;68;2024;100;30.55;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:30:32;69;2042;100;29.68;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:30:34;69;2042;100;29.71;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:30:36;69;2042;100;29.71;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:30:38;69;2042;100;29.68;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:30:40;69;2042;100;29.69;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:30:53;70;2060;100;30.67;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:30:55;70;2060;100;30.68;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:30:57;70;2060;100;30.64;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:30:59;70;2060;100;30.68;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:31:14;71;2078;100;29.80;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:31:17;71;2078;100;30.65;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:31:19;71;2078;100;30.67;14.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:31:21;71;2078;100;30.71;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:31:34;72;2096;100;30.77;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:31:36;72;2096;100;30.77;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:31:38;72;2096;100;30.76;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:31:40;72;2096;100;30.75;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:31:42;72;2096;100;30.76;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:31:55;73;2114;100;30.82;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:31:57;73;2114;100;29.92;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:31:59;73;2114;100;29.93;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:32:01;73;2114;100;31.08;15.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:32:03;73;2114;100;30.00;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:32:16;74;2132;100;29.99;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:32:19;74;2132;100;30.91;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:32:21;74;2132;100;30.85;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:32:23;74;2132;100;30.00;15.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:32:25;74;2132;100;30.00;15.1
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:32:38;75;2150;100;30.04;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:32:40;75;2150;100;30.46;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:32:43;75;2150;100;30.07;15.0
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:32:45;75;2150;100;30.07;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:32:58;76;2168;100;30.05;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:33:00;76;2168;100;30.06;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:33:02;76;2168;100;30.20;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:33:04;76;2168;100;30.23;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:33:06;76;2168;100;30.20;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:33:20;77;2186;100;30.99;15.1
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:33:22;77;2186;100;31.03;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:33:24;77;2186;100;31.07;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:33:26;77;2186;100;31.07;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:33:39;78;2204;100;31.09;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:33:41;78;2204;100;30.19;6.14
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:33:44;78;2204;100;31.09;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:33:46;78;2204;100;31.09;15.1
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:33:48;78;2204;100;30.23;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:34:00;79;2222;100;31.13;15.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:34:02;79;2222;100;31.24;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:34:04;79;2222;100;31.23;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:34:06;79;2222;100;30.29;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:34:08;79;2222;100;30.32;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:34:21;80;2240;100;30.79;15.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:34:24;80;2240;100;31.23;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:34:26;80;2240;100;30.34;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:34:28;80;2240;100;30.34;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:34:30;80;2240;100;30.35;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:34:43;81;2258;100;30.83;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:34:46;81;2258;100;31.28;15.1
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:34:48;81;2258;100;30.40;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:34:50;81;2258;100;30.42;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:35:03;82;2276;100;30.60;14.9
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:35:05;82;2276;100;31.07;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:35:07;82;2276;100;31.13;6.12
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:35:10;82;2276;100;30.45;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:35:12;82;2276;100;30.46;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:35:25;83;2294;100;30.87;15.1
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:35:27;83;2294;100;31.04;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:35:30;83;2294;100;30.49;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:35:32;83;2294;100;30.49;14.7
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:35:45;84;2312;100;31.45;15.1
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:35:47;84;2312;100;31.42;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:35:49;84;2312;100;31.45;14.7
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:35:51;84;2312;100;31.45;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:35:53;84;2312;100;31.46;15.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:36:06;85;2330;100;30.62;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:36:09;85;2330;100;31.51;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:36:11;85;2330;100;31.53;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:36:13;85;2330;100;31.54;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:36:26;86;2348;100;30.66;15.0
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:36:28;86;2348;100;30.69;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:36:30;86;2348;100;30.70;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:36:33;86;2348;100;31.58;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:36:35;86;2348;100;31.58;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:36:48;87;2366;100;30.70;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:36:50;87;2366;100;30.73;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:36:53;87;2366;100;31.63;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:36:55;87;2366;100;31.62;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:37:08;88;2384;100;30.82;15.1
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:37:10;88;2384;100;30.81;5.96
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:37:13;88;2384;100;31.70;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:37:15;88;2384;100;31.71;15.1
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:37:17;88;2384;100;31.70;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:37:30;89;2402;100;30.86;6.15
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:37:33;89;2402;100;31.75;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:37:35;89;2402;100;31.72;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:37:37;89;2402;100;30.91;15.0
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:37:51;90;2420;100;31.77;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:37:53;90;2420;100;30.89;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:37:55;90;2420;100;30.92;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:37:58;90;2420;100;31.83;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:38:11;91;2438;100;31.21;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:38:14;91;2438;100;31.01;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:38:16;91;2438;100;30.95;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:38:18;91;2438;100;30.95;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:38:20;91;2438;100;30.95;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:38:31;92;2456;100;31.92;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:38:33;92;2456;100;31.09;6.06
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:38:36;92;2456;100;31.87;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:38:38;92;2456;100;31.86;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:38:40;92;2456;100;31.88;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:38:53;93;2474;100;31.07;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:38:56;93;2474;100;31.96;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:38:58;93;2474;100;31.99;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:39:00;93;2474;100;32.17;15.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:39:14;94;2492;100;32.00;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:39:16;94;2492;100;32.00;15.1
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:39:18;94;2492;100;32.02;15.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:39:20;94;2492;100;31.15;15.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:39:34;95;2510;100;32.08;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:39:36;95;2510;100;31.18;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:39:38;95;2510;100;31.15;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:39:41;95;2510;100;32.12;15.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:39:43;95;2510;100;32.10;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:39:57;96;2528;100;32.09;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:39:59;96;2528;100;32.14;15.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:40:01;96;2528;100;32.90;6.18
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:40:04;96;2528;100;32.26;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:40:17;97;2546;100;31.26;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:40:20;97;2546;100;31.30;15.0
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:40:22;97;2546;100;31.30;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:40:24;97;2546;100;31.30;6.10
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:40:38;98;2564;100;32.19;15.5
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:40:40;98;2564;100;31.32;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:40:42;98;2564;100;31.37;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:40:44;98;2564;100;31.37;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:40:58;99;2582;100;31.36;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:41:00;99;2582;100;31.36;15.6
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:41:03;99;2582;100;31.50;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:41:05;99;2582;100;31.52;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:41:07;99;2582;100;31.45;15.3
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:41:19;100;2600;100;31.42;15.2
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:41:21;100;2600;100;31.46;15.4
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:41:23;100;2600;100;31.81;6.16
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:41:26;100;2600;100;31.50;15.0
Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz;4;3463260;2021-07-23;18:41:28;100;2600;100;31.48;15.3
